sentiment	Text
7	Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door?
3	IBood DOWN
10	It's well good!!
4	is gonna have an irish wedding
1	everything is going wrong in my &quot; happy day&quot;
9	i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers.
10	Ok, see you at da climbing
10	Thank god for Starbucks
2	Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie
4	new album is truly genius, so happy with it
1	Feel like death  evil headache and need to pack and drive to parents. Bum.
10	&quot;Bad words are a crutch, they lead to tattoos and peircings!&quot;  Hahahaha!
3	Had nicotine replacement patch on for 4 hours. So far, so good, but I did sleep for most of those 4 hours. Getting a bit twitchy now
1	I thought I was doing pretty good; I guess not. Bummer.
3	and I didn't get your myspak comment  big sad
2	i wasn't able to go the conference.so I didn't get the outline.. however I have been doing my own &amp; it's coming along.
1	Bad friends! Sorry to hear that.
4	loves listening to people practising on the piano downstairs
3	More homework.
3	Ooohhh  well you could always borrow and burn buddy. Lol
3	I'm with Alissa
3	MMM - BTW I was just talking to you &amp; you were gone.  2.95%
10	Fever of 103. Awesome. My tonsils are so swollen I can't even eat solid food. Still on location  the pictures rule though
10	well that rowing machine has paid off this week as i've lost 3lbs this week
2	Woke up at 8:30am....now 10:30am and no clue what to do....?
10	awesome! maybe someday I'll find a book of yours on the bestsellers list? lol
3	There is good cholesterol. There are no good tumors.
2	I HATE CANCER. I HATE IT I HATE IT I HATE IT.
2	So sad that Aki is out for the rest of the season!
1	No one is bringing snacks
1	too bad - u can always change ur profile pic again
4	- I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!
7	so yeah...i guess i dont get company this weekend  so who wants to come hang out?
10	Thanx... sorry not trying to rub it in... I just get excited... been working hard to make that dream come true for awhile
2	Waiting for my cell phone to dry out.... it went swimming in bowl of water earlier
3	phillies gamee with mama for mothers day
4	@spookyjenb and Em, my baby, starts kindergarten.  What a crazy summer it's going to be.
8	just got home from church. The Service was good
3	F...you very very much  willkommen im Twitterland
4	wow I love it !!! thanks
3	check out the Conchords 'Business Time'
3	hahaha u can use my phone everywhere... just use a wi-fi
10	thanks for the raspberry-Laced Vanilla Cake
7	strangely enough, yes.  but then it works for me, may not for everyone.
3	tx me i have a new fone and i dont have anyones numbers
3	OHHHH THAT REMINDS ME. I know it's not one of yours.... can you send me some of my toothpaste?
10	JONAS was absolutely heartwarming. Now, time for bed. Goodnight!  @Jonasbrothers
2	awww hope you get better
4	mmmmmm, late night Brusters ice cream! om nom nom nom
7	haha tell me about. I've had this feeling everyday of this week
3	Shakedown Street!!!
9	Good luck! If I remember right, everything in England is a rip off, anyway! And next time, write me back! Haha
2	feels really sick after eating some form of chicken. Why do restaurants make their grilled chicken sooo greasy
10	finally home  crazy party 2nite! thanks @jacksterlope 4 driving me home!
10	yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy
3	Also, using vintage or antique pieces offers a green solution.  No higher form of recycling, in my opinion!
2	needs a new job either closer to home or worth the drive
8	Everyone's talking about the goodies at #BEA09.  I wanna be there.
4	i want to see you on tour!
3	Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more
3	good day sir. I'm hungry!
2	Sorry  I wasn't doing the inviting...all single women I think.
1	Last 3 days of school....I'm sad but happy but anxious.....
10	Just got back from @LorenaJimenez 's party! Sooo much fun! Boom boom pow~ hahaha! ooh and I just told my mom happy mother's day
1	everybody needs some time on thier own  Guns N Roses x ? 
2	My head hurts beyond much.
3	You've got to love fly tippers:   Worst I've seen is a dead mule dumped on Holmbury Hill.
7	Hi there! Nice to meet you
2	can't go to sleeeeeep  whyyyyy
8	Yes! I live in Milwaukee and would love to attend a closing talk
1	rode the moped to the mall. fun stuff, its flippin gorgeous out. I'm sad that @maeannette is sick
2	gooooooodmorning world(: god bless, and have a great day!
4	Oh ffs :@ a don't get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@
1	waaa the octo drive and i can't go for it
2	What are u doin Sheri?!
3	We'll miss you @dougvs...   Those lucky Edmontonians!
1	Maybe I was wrong, this week could have stayed good, but it didn't
3	*sigh* joe sings so purdy.  he makes me feel better
8	I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky.
4	 here looove.
1	I just realized I spelled &quot;adorable&quot; wrong when I tweeted @mindykaling she must hate me now
7	it is far from downtown, 30-40 minutes or so  and they do have veggie burgers
1	I is so lonely
3	that sucks  well state starts tomorrow so im headin 2 bed, nitey nite
4	haha i was in your boat yesterday.. you'll pick it up in no time
7	my your rather random.
3	Last two and know they are going to be weepies
3	sometimes going and doing other stuff cures that
6	Chocolate milk and subway. MMM
3	nope no way in to stop  just have to put up wiv it
1	On a brighter note.. still at work at 6:15 on Friday working on other peoples problems...  oh man. I'm SO eating pizza tonight. hoorah!
2	Pfft ... i dont have the guts .. YOU TELL HIM  and say its a fundraiser like .. PFFT
8	i want to sleep XD !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha
4	Good Morning
3	Just finished watching Star Trek in IMAX. . . Could've watched it all night. . . Live long and prosper
1	that's not great  guy related??
1	(bye) plurk out muna. will be back when im done reading the book  
2	Hoping your A/C is being fixed right now for you!
7	wondering why my boyfriend hasnt called me for a week.. . i think the end is coming for is...
2	this is a little sad and I know I am new but no one has ff me yet
1	Great first impressions about the little netbook- they only downside is there is no access hatch to upgrade the RAM
9	ughh feel rubbish
8	Youtube. ) Really awesome quality, actually.
3	Bout to hit pmark then make one of my final meals wit the housemates..
2	Work in that heat is horrible !
3	Band work. I need my own laptop! @Solomonjoy buy me one Ill drive your shifts forever!
2	WAH. i'm gonna miss bowie people  ESP YOU ALYANNA BONDOC &lt;3 and Cesar. D:&lt; I dunno if I can survive without my SOSA!
2	Its so hard letting her go and seeing her cry.
8	good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 &amp; top woman off 6
2	#bgt Will Holly take being paraded on stage again for potential rejection?
10	I love it when you call me chica
1	Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...
2	You know you're too old to party like a rockstar when....you realize no one else claps when they dance. It's just you
10	Hey workaholic! =P lol...jus wanted to say hiiii....i always tell ash to invite u over but she says ur always working lol
3	I know. But like I said, I have no idea how long it takes for them to investigate this stuff.
2	Psych has to be better than neuro!  Or at least in a better part of town?  I miss you
2	- It's raining  so chocolate world it is !
4	Happy Mommy's Dad Mommy  watching the football  Yay The Eagles Are WINNINGGGGG  they better keep it up *sigh!
1	On the road again. I miss my traveling traveling partner
1	Sometimes I wish I was a warden
8	i got coupons to Popeye's chicken but I'll probably end up getting a burrito at freshii - this salad joint. healthy
3	Twitter is kinda confusing , but fun
3	Aww maybe i traumatized her.
2	yes I'm starting to feel the effects of humidity
10	congrats! My wife would oppose live tweeting birth too I'm sure
10	One gear, baby!!!
1	On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com
2	Waiting patiently to go out tonight....al by my lonesome
3	I have to use the bathroom
2	...and a big bag to take up as well as a rain coat. This is the bad part about having to places to live  Twitter Later  xxx
10	So much happier, despite my looming departure
2	Woo, Hulu Desktop! My poor Mac is kinda struggling with it though, poor little Core Duo just can't keep up
2	has made a decision and will stick to it although I'm really not sure it's the right one
10	i hope so  I KNOW WOO! haha 2 times  it was exciting lol
1	actually, the web works fine. tweetdeck seems to be the culprit  sadness! it's done this at two diff. locations
2	Hey Split Rock -- I'd know that llama anywhere
10	is going to relax and chill out tonight ... back to work tomorrow after a week off ... least I had a fun time with the girlfriend ...
1	I wasn't near him.
10	On way to the wimbledon with @sweezle to watch star trek, IMAX baby
3	Working and watching Milk
2	Apparently the BIG FEAR over the swine flu has passed.   No seat on the subway for me this morning
